"Availability","Confidentiality","Integrity","tick"
1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,5.0
1.0,1.0,1.0,6.0
1.0,1.0,1.0,7.0
1.0,1.0,1.0,8.0
1.0,1.0,1.0,9.0
1.0,1.0,1.0,10.0
1.0,1.0,1.0,11.0
1.0,1.0,1.0,12.0
1.0,1.0,1.0,13.0
1.0,1.0,1.0,14.0
1.0,1.0,1.0,15.0
1.0,1.0,1.0,16.0
1.0,1.0,1.0,17.0
1.0,1.0,1.0,18.0
0.962962962962963,1.0,1.0,19.0
0.962962962962963,1.0,1.0,20.0
0.962962962962963,1.0,1.0,21.0
0.8888888888888887,1.0,1.0,22.0
0.8888888888888887,1.0,1.0,23.0
0.8888888888888887,1.0,1.0,24.0
0.8888888888888887,1.0,1.0,25.0
0.8518518518518517,1.0,1.0,26.0
0.8518518518518517,1.0,1.0,27.0
0.8518518518518517,1.0,1.0,28.0
0.8518518518518517,1.0,1.0,29.0
0.8518518518518517,1.0,1.0,30.0
0.8518518518518517,0.9629629629629629,1.0,31.0
0.8518518518518517,0.9629629629629629,1.0,32.0
0.8518518518518517,0.9629629629629629,1.0,33.0
0.8518518518518517,0.9629629629629629,0.9629629629629629,34.0
0.8518518518518517,0.9629629629629629,0.9629629629629629,35.0
0.8518518518518517,0.9629629629629629,0.9629629629629629,36.0
0.8148148148148147,0.9629629629629629,0.9629629629629629,37.0
0.8148148148148147,0.9629629629629629,0.9629629629629629,38.0
0.7777777777777777,0.9629629629629629,0.9629629629629629,39.0
0.7777777777777777,0.9629629629629629,0.9629629629629629,40.0
0.7777777777777777,0.9629629629629629,0.9629629629629629,41.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,42.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,43.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,44.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,45.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,46.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,47.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,48.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,49.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,50.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,51.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,52.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,53.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,54.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,55.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,56.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,57.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,58.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,59.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,60.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,61.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,62.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,63.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,64.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,65.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,66.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,67.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,68.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,69.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,70.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,71.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,72.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,73.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,74.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,75.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,76.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,77.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,78.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,79.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,80.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,81.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,82.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,83.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,84.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,85.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,86.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,87.0
0.7777777777777777,0.9259259259259257,0.9629629629629629,88.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,89.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,90.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,91.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,92.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,93.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,94.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,95.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,96.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,97.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,98.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,99.0
0.7407407407407406,0.9259259259259257,0.9629629629629629,100.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,101.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,102.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,103.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,104.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,105.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,106.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,107.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,108.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,109.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,110.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,111.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,112.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,113.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,114.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,115.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,116.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,117.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,118.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,119.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,120.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,121.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,122.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,123.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,124.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,125.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,126.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,127.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,128.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,129.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,130.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,131.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,132.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,133.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,134.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,135.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,136.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,137.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,138.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,139.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,140.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,141.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,142.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,143.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,144.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,145.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,146.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,147.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,148.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,149.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,150.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,151.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,152.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,153.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,154.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,155.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,156.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,157.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,158.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,159.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,160.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,161.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,162.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,163.0
0.8518518518518517,0.9259259259259257,0.9629629629629629,164.0
