"Attacked","Availability","Confidentiality","Integrity","tick"
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,105.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,106.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,107.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,108.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,109.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,110.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,111.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,112.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,113.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,114.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,115.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,116.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,117.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,118.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,119.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,120.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,121.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,122.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,123.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,124.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,125.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,126.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,127.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,128.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,129.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,130.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,131.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,132.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,133.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,134.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,135.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,136.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,137.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,138.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,139.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,140.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,141.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,142.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,143.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,144.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,145.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,146.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,147.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,148.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,149.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,150.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,151.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,152.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,153.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,154.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,155.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,156.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,157.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,158.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,159.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,160.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,161.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,162.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,163.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,164.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,165.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,166.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,167.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,168.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,169.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,170.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,171.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,172.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,173.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,174.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,175.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,176.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,177.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,178.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,179.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,180.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,181.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,182.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,183.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,184.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,185.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,186.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,187.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,188.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,189.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,190.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,191.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,192.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,193.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,194.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,195.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,196.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,197.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,198.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,199.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,200.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,201.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,202.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,203.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,204.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,205.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,206.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,207.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,208.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,209.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,210.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,211.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,212.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,213.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,214.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,215.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,216.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,217.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,218.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,219.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,220.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,221.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,222.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,223.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,224.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,225.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,226.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,227.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,228.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,229.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,230.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,231.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,232.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,233.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,234.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,235.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,236.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,237.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,238.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,239.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,240.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,241.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,242.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,243.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,244.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,245.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,246.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,247.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,248.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,249.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,250.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,251.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,252.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,253.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,254.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,255.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,256.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,257.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,258.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,259.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,260.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,261.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,262.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,263.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,264.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,265.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,266.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,267.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,268.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,269.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,270.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,271.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,272.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,273.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,274.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,275.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,276.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,277.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,278.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,279.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,280.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,281.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,282.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,283.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,284.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,285.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,286.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,287.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,288.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,289.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,290.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,291.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,292.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,293.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,294.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,295.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,296.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,297.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,298.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,299.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,300.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,301.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,302.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,303.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,304.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,305.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,306.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,307.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,308.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,309.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,310.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,311.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,312.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,313.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,314.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,315.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,316.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,317.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,318.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,319.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,320.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,321.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,322.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,323.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,324.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,325.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,326.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,327.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,328.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,329.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,330.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,331.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,332.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,333.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,334.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,335.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,336.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,337.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,338.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,339.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,340.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,341.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,342.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,343.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,344.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,345.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,346.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,347.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,348.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,349.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,350.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,351.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,352.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,353.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,354.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,355.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,356.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,357.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,358.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,359.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,360.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,361.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,362.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,363.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,364.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,365.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,366.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,367.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,368.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,369.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,370.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,371.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,372.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,373.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,374.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,375.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,376.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,377.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,378.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,379.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,380.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,381.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,382.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,383.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,384.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,385.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,386.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,387.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,388.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,389.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,390.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,391.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,392.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,393.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,394.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,395.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,396.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,397.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,398.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,399.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,400.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,401.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,402.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,403.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,404.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,405.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,406.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,407.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,408.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,409.0
1.0,0.8888888888888886,0.8148148148148147,0.9259259259259258,410.0
